CustomerKey,CustomerID,CustomerName,CustomerType,PriorityLevel,Channel,FirstOrderDate,GeographyKey
2586,CUST002586,Customer 2586,B2C,Medium,Direct,2023-06-08,6
2587,CUST002587,Customer 2587,B2B,High,Direct,2022-11-06,7
2588,CUST002588,Customer 2588,B2C,Medium,Partner,2023-01-30,9
2589,CUST002589,Customer 2589,B2B,Low,Retail,2022-11-21,3
2590,CUST002590,Customer 2590,B2C,Low,Retail,2023-10-11,7
2591,CUST002591,Customer 2591,B2C,Medium,Partner,2023-07-28,11
2592,CUST002592,Customer 2592,B2C,Low,Partner,2022-05-04,3
2593,CUST002593,Customer 2593,B2C,Medium,Partner,2022-01-26,12
2594,CUST002594,Customer 2594,B2B,Low,Retail,2023-03-11,7
2595,CUST002595,Customer 2595,B2B,Low,Online,2023-01-19,4
2596,CUST002596,Customer 2596,B2C,Low,Retail,2023-03-29,1
2597,CUST002597,Customer 2597,B2C,Medium,Online,2023-08-24,6
2598,CUST002598,Customer 2598,B2B,Low,Partner,2022-09-17,1
2599,CUST002599,Customer 2599,B2C,Low,Direct,2023-10-25,7
2600,CUST002600,Customer 2600,B2C,Medium,Online,2022-02-14,10
2601,CUST002601,Customer 2601,B2C,Low,Direct,2022-02-01,8
2602,CUST002602,Customer 2602,B2C,Low,Online,2022-06-27,1
2603,CUST002603,Customer 2603,B2B,Low,Retail,2023-01-14,12
2604,CUST002604,Customer 2604,B2B,High,Direct,2022-07-01,2
2605,CUST002605,Customer 2605,B2C,Low,Online,2022-02-27,6
2606,CUST002606,Customer 2606,B2C,High,Online,2022-04-10,6
2607,CUST002607,Customer 2607,B2C,Low,Retail,2023-11-20,10
2608,CUST002608,Customer 2608,B2B,Low,Direct,2023-01-11,7
2609,CUST002609,Customer 2609,B2B,High,Retail,2023-11-15,13
2610,CUST002610,Customer 2610,B2B,Low,Partner,2023-05-29,2
2611,CUST002611,Customer 2611,B2C,High,Partner,2022-06-26,10
2612,CUST002612,Customer 2612,B2C,High,Online,2022-07-23,5
2613,CUST002613,Customer 2613,B2C,High,Partner,2022-10-08,8
2614,CUST002614,Customer 2614,B2B,Low,Direct,2023-08-05,2
2615,CUST002615,Customer 2615,B2B,High,Online,2022-04-30,3
2616,CUST002616,Customer 2616,B2B,High,Online,2022-11-22,4
2617,CUST002617,Customer 2617,B2C,Medium,Online,2023-10-16,12
2618,CUST002618,Customer 2618,B2C,Low,Retail,2022-09-10,12
2619,CUST002619,Customer 2619,B2C,High,Direct,2022-05-16,12
2620,CUST002620,Customer 2620,B2B,Medium,Retail,2022-10-21,10
2621,CUST002621,Customer 2621,B2C,High,Retail,2022-11-20,5
2622,CUST002622,Customer 2622,B2B,Medium,Partner,2022-07-24,12
2623,CUST002623,Customer 2623,B2C,High,Direct,2023-03-27,6
2624,CUST002624,Customer 2624,B2C,Medium,Direct,2023-08-16,11
2625,CUST002625,Customer 2625,B2B,High,Direct,2023-12-05,3
2626,CUST002626,Customer 2626,B2B,Low,Direct,2023-07-05,6
2627,CUST002627,Customer 2627,B2C,High,Partner,2023-10-24,12
2628,CUST002628,Customer 2628,B2C,High,Retail,2023-05-31,5
2629,CUST002629,Customer 2629,B2C,Medium,Online,2022-08-12,2
2630,CUST002630,Customer 2630,B2B,Medium,Retail,2023-06-14,8
2631,CUST002631,Customer 2631,B2C,Medium,Direct,2023-08-24,11
2632,CUST002632,Customer 2632,B2B,Medium,Online,2023-08-26,11
2633,CUST002633,Customer 2633,B2B,High,Direct,2023-01-03,8
2634,CUST002634,Customer 2634,B2C,Low,Online,2022-12-09,3
2635,CUST002635,Customer 2635,B2C,High,Direct,2023-01-02,9
2636,CUST002636,Customer 2636,B2B,Medium,Direct,2022-07-10,10
2637,CUST002637,Customer 2637,B2C,Low,Direct,2023-08-13,8
2638,CUST002638,Customer 2638,B2C,Low,Partner,2022-09-07,10
2639,CUST002639,Customer 2639,B2C,Low,Direct,2022-12-12,5
2640,CUST002640,Customer 2640,B2B,Low,Online,2022-02-11,7
2641,CUST002641,Customer 2641,B2C,Low,Direct,2023-03-13,10
2642,CUST002642,Customer 2642,B2B,Low,Retail,2022-01-30,5
2643,CUST002643,Customer 2643,B2B,Low,Retail,2023-09-04,3
2644,CUST002644,Customer 2644,B2C,High,Online,2023-11-11,5
2645,CUST002645,Customer 2645,B2C,Medium,Direct,2022-05-25,3
2646,CUST002646,Customer 2646,B2B,Low,Retail,2023-04-17,4
2647,CUST002647,Customer 2647,B2C,Medium,Online,2022-06-26,3
2648,CUST002648,Customer 2648,B2B,Medium,Online,2022-08-30,12
2649,CUST002649,Customer 2649,B2B,Low,Partner,2022-09-08,1
2650,CUST002650,Customer 2650,B2B,Medium,Online,2023-05-04,8
2651,CUST002651,Customer 2651,B2C,Low,Retail,2023-07-18,8
2652,CUST002652,Customer 2652,B2C,Medium,Retail,2023-11-16,13
2653,CUST002653,Customer 2653,B2C,High,Partner,2022-04-09,13
2654,CUST002654,Customer 2654,B2C,Medium,Partner,2022-05-17,11
2655,CUST002655,Customer 2655,B2C,Low,Online,2023-03-11,6
2656,CUST002656,Customer 2656,B2B,High,Retail,2023-05-16,13
2657,CUST002657,Customer 2657,B2C,Medium,Partner,2022-08-29,9
2658,CUST002658,Customer 2658,B2C,High,Retail,2022-01-02,3
2659,CUST002659,Customer 2659,B2B,High,Retail,2023-05-27,5
2660,CUST002660,Customer 2660,B2B,Medium,Direct,2023-03-22,11
2661,CUST002661,Customer 2661,B2C,High,Partner,2022-07-04,5
2662,CUST002662,Customer 2662,B2C,High,Partner,2023-02-01,7
2663,CUST002663,Customer 2663,B2B,Medium,Online,2022-07-03,8
2664,CUST002664,Customer 2664,B2C,Low,Online,2022-03-26,11
2665,CUST002665,Customer 2665,B2B,High,Partner,2023-02-19,3
2666,CUST002666,Customer 2666,B2C,Low,Direct,2023-08-12,1
2667,CUST002667,Customer 2667,B2C,Medium,Online,2023-05-13,5
2668,CUST002668,Customer 2668,B2C,Low,Online,2023-03-12,10
2669,CUST002669,Customer 2669,B2C,Medium,Partner,2023-04-07,9
2670,CUST002670,Customer 2670,B2B,High,Direct,2023-01-09,9
2671,CUST002671,Customer 2671,B2B,High,Online,2023-01-28,6
2672,CUST002672,Customer 2672,B2C,High,Direct,2023-12-26,7
2673,CUST002673,Customer 2673,B2C,Medium,Online,2022-02-19,2
2674,CUST002674,Customer 2674,B2C,Medium,Online,2023-05-17,10
2675,CUST002675,Customer 2675,B2C,Medium,Direct,2023-12-04,6
2676,CUST002676,Customer 2676,B2C,High,Partner,2023-11-23,3
2677,CUST002677,Customer 2677,B2C,Medium,Online,2022-10-28,8
2678,CUST002678,Customer 2678,B2C,Low,Online,2022-11-29,10
2679,CUST002679,Customer 2679,B2C,Low,Online,2022-04-25,9
2680,CUST002680,Customer 2680,B2B,High,Online,2023-02-10,9
2681,CUST002681,Customer 2681,B2B,Low,Retail,2022-04-07,11
2682,CUST002682,Customer 2682,B2C,Medium,Partner,2023-05-21,8
2683,CUST002683,Customer 2683,B2B,Low,Direct,2023-12-07,1
2684,CUST002684,Customer 2684,B2C,Medium,Online,2022-03-20,3
2685,CUST002685,Customer 2685,B2B,Medium,Online,2023-09-16,6
2686,CUST002686,Customer 2686,B2C,Medium,Direct,2023-10-15,1
2687,CUST002687,Customer 2687,B2C,Low,Online,2022-07-08,7
2688,CUST002688,Customer 2688,B2B,Low,Partner,2022-04-30,5
2689,CUST002689,Customer 2689,B2B,Low,Online,2023-09-23,6
2690,CUST002690,Customer 2690,B2C,High,Direct,2023-08-11,5
2691,CUST002691,Customer 2691,B2B,Medium,Online,2023-12-07,10
2692,CUST002692,Customer 2692,B2B,Low,Partner,2023-02-13,5
2693,CUST002693,Customer 2693,B2C,High,Online,2022-01-06,13
2694,CUST002694,Customer 2694,B2B,Medium,Partner,2023-03-01,8
2695,CUST002695,Customer 2695,B2C,High,Retail,2023-09-06,4
2696,CUST002696,Customer 2696,B2C,High,Online,2022-01-19,10
2697,CUST002697,Customer 2697,B2C,Low,Direct,2022-10-22,11
2698,CUST002698,Customer 2698,B2C,Low,Direct,2023-09-02,8
2699,CUST002699,Customer 2699,B2B,Medium,Partner,2023-07-26,6
2700,CUST002700,Customer 2700,B2C,High,Direct,2022-12-21,12
2701,CUST002701,Customer 2701,B2B,Low,Retail,2023-05-26,11
2702,CUST002702,Customer 2702,B2C,Medium,Online,2023-02-04,11
2703,CUST002703,Customer 2703,B2B,Low,Direct,2023-08-09,9
2704,CUST002704,Customer 2704,B2B,High,Partner,2022-12-20,5
2705,CUST002705,Customer 2705,B2C,Medium,Direct,2022-10-26,1
2706,CUST002706,Customer 2706,B2B,Low,Partner,2022-06-09,10
2707,CUST002707,Customer 2707,B2C,High,Partner,2023-03-18,9
2708,CUST002708,Customer 2708,B2B,Medium,Retail,2023-05-18,7
2709,CUST002709,Customer 2709,B2B,High,Direct,2023-09-14,4
2710,CUST002710,Customer 2710,B2B,Low,Partner,2022-08-05,3
2711,CUST002711,Customer 2711,B2C,Low,Direct,2022-06-12,6
2712,CUST002712,Customer 2712,B2C,Low,Partner,2022-08-11,6
2713,CUST002713,Customer 2713,B2B,Low,Partner,2023-01-07,9
2714,CUST002714,Customer 2714,B2C,High,Direct,2023-07-03,8
2715,CUST002715,Customer 2715,B2C,Medium,Retail,2023-04-21,3
2716,CUST002716,Customer 2716,B2C,High,Partner,2023-02-14,13
2717,CUST002717,Customer 2717,B2B,Low,Online,2023-04-21,7
2718,CUST002718,Customer 2718,B2C,Medium,Direct,2023-08-18,4
2719,CUST002719,Customer 2719,B2B,Low,Retail,2023-10-14,3
2720,CUST002720,Customer 2720,B2B,Low,Direct,2023-09-17,1
2721,CUST002721,Customer 2721,B2B,High,Direct,2022-11-29,11
2722,CUST002722,Customer 2722,B2C,High,Direct,2022-04-04,9
2723,CUST002723,Customer 2723,B2B,High,Direct,2023-06-08,6
2724,CUST002724,Customer 2724,B2B,Medium,Retail,2022-09-03,6
2725,CUST002725,Customer 2725,B2C,High,Online,2022-05-16,4
2726,CUST002726,Customer 2726,B2C,Medium,Retail,2023-08-15,11
2727,CUST002727,Customer 2727,B2C,High,Retail,2023-09-10,8
2728,CUST002728,Customer 2728,B2B,Low,Partner,2023-05-28,3
2729,CUST002729,Customer 2729,B2C,Low,Online,2022-09-08,1
2730,CUST002730,Customer 2730,B2C,Low,Direct,2022-02-03,7
2731,CUST002731,Customer 2731,B2C,Medium,Online,2022-03-14,12
2732,CUST002732,Customer 2732,B2B,Medium,Direct,2023-09-14,12
2733,CUST002733,Customer 2733,B2C,Medium,Online,2022-03-03,6
2734,CUST002734,Customer 2734,B2C,Medium,Online,2023-02-14,2
2735,CUST002735,Customer 2735,B2C,Low,Online,2022-05-30,12
2736,CUST002736,Customer 2736,B2C,Medium,Partner,2022-06-23,3
2737,CUST002737,Customer 2737,B2C,High,Partner,2022-09-06,2
2738,CUST002738,Customer 2738,B2B,Medium,Direct,2022-12-04,13
2739,CUST002739,Customer 2739,B2C,Medium,Partner,2022-09-08,12
2740,CUST002740,Customer 2740,B2C,Medium,Partner,2023-04-01,10
2741,CUST002741,Customer 2741,B2B,High,Retail,2022-10-09,9
2742,CUST002742,Customer 2742,B2B,High,Partner,2022-10-23,10
2743,CUST002743,Customer 2743,B2C,Medium,Retail,2023-01-07,10
2744,CUST002744,Customer 2744,B2C,Medium,Direct,2023-10-12,11
2745,CUST002745,Customer 2745,B2B,Low,Retail,2022-10-29,3
2746,CUST002746,Customer 2746,B2C,Medium,Partner,2023-09-15,11
2747,CUST002747,Customer 2747,B2B,High,Partner,2022-08-22,3
2748,CUST002748,Customer 2748,B2B,Medium,Partner,2023-08-22,12
2749,CUST002749,Customer 2749,B2C,Medium,Retail,2023-06-05,6
2750,CUST002750,Customer 2750,B2B,Low,Partner,2023-10-22,9
2751,CUST002751,Customer 2751,B2C,Medium,Retail,2023-01-19,9
2752,CUST002752,Customer 2752,B2B,Medium,Direct,2023-05-09,1
2753,CUST002753,Customer 2753,B2B,Medium,Retail,2023-11-16,5
2754,CUST002754,Customer 2754,B2B,High,Partner,2022-07-31,10
2755,CUST002755,Customer 2755,B2B,Medium,Direct,2022-05-03,8
2756,CUST002756,Customer 2756,B2B,Low,Retail,2023-08-07,12
2757,CUST002757,Customer 2757,B2C,Low,Online,2022-07-27,7
2758,CUST002758,Customer 2758,B2B,Medium,Online,2023-10-04,5
2759,CUST002759,Customer 2759,B2B,High,Direct,2023-07-21,10
2760,CUST002760,Customer 2760,B2B,High,Partner,2023-06-20,13
2761,CUST002761,Customer 2761,B2B,High,Direct,2022-07-07,3
2762,CUST002762,Customer 2762,B2C,Low,Partner,2022-02-11,2
2763,CUST002763,Customer 2763,B2B,High,Partner,2022-07-14,1
2764,CUST002764,Customer 2764,B2B,High,Direct,2022-08-01,8
2765,CUST002765,Customer 2765,B2B,Medium,Online,2022-04-11,4
2766,CUST002766,Customer 2766,B2B,Medium,Online,2023-05-05,8
2767,CUST002767,Customer 2767,B2B,Low,Retail,2022-07-22,10
2768,CUST002768,Customer 2768,B2C,Low,Online,2023-05-14,10
2769,CUST002769,Customer 2769,B2B,Low,Direct,2023-03-17,13
2770,CUST002770,Customer 2770,B2B,Low,Direct,2023-10-21,1
2771,CUST002771,Customer 2771,B2C,Low,Partner,2022-09-15,8
2772,CUST002772,Customer 2772,B2B,Medium,Direct,2023-10-09,9
2773,CUST002773,Customer 2773,B2C,Medium,Retail,2022-10-18,6
2774,CUST002774,Customer 2774,B2C,Low,Direct,2022-10-09,2
2775,CUST002775,Customer 2775,B2C,High,Partner,2022-07-06,9
2776,CUST002776,Customer 2776,B2C,High,Retail,2023-04-27,2
2777,CUST002777,Customer 2777,B2C,High,Direct,2023-03-19,6
2778,CUST002778,Customer 2778,B2B,High,Online,2023-10-16,13
2779,CUST002779,Customer 2779,B2B,Medium,Partner,2022-08-26,6
2780,CUST002780,Customer 2780,B2C,High,Partner,2023-06-28,10
2781,CUST002781,Customer 2781,B2B,Medium,Retail,2022-08-04,4
2782,CUST002782,Customer 2782,B2B,High,Retail,2023-02-10,6
2783,CUST002783,Customer 2783,B2C,Low,Direct,2023-06-13,13
2784,CUST002784,Customer 2784,B2B,Medium,Direct,2022-10-03,5
2785,CUST002785,Customer 2785,B2B,Medium,Partner,2023-01-15,12
2786,CUST002786,Customer 2786,B2C,Medium,Partner,2022-12-29,7
2787,CUST002787,Customer 2787,B2C,Medium,Online,2023-07-31,13
2788,CUST002788,Customer 2788,B2B,Medium,Partner,2023-02-18,11
2789,CUST002789,Customer 2789,B2C,Medium,Online,2022-05-24,12
2790,CUST002790,Customer 2790,B2B,Low,Partner,2022-07-27,5
2791,CUST002791,Customer 2791,B2B,Medium,Direct,2023-01-18,13
2792,CUST002792,Customer 2792,B2C,Low,Retail,2023-01-27,13
2793,CUST002793,Customer 2793,B2C,Medium,Online,2022-08-09,2
2794,CUST002794,Customer 2794,B2B,Medium,Direct,2022-09-06,12
2795,CUST002795,Customer 2795,B2C,High,Direct,2023-08-31,12
2796,CUST002796,Customer 2796,B2C,High,Partner,2023-12-25,10
2797,CUST002797,Customer 2797,B2C,High,Online,2023-08-24,1
2798,CUST002798,Customer 2798,B2C,Medium,Partner,2023-10-17,8
2799,CUST002799,Customer 2799,B2B,Medium,Retail,2022-10-19,12
2800,CUST002800,Customer 2800,B2C,Low,Direct,2022-03-17,3
2801,CUST002801,Customer 2801,B2C,Low,Retail,2022-06-04,9
2802,CUST002802,Customer 2802,B2C,High,Partner,2022-04-01,10
2803,CUST002803,Customer 2803,B2C,Low,Partner,2023-07-14,12
2804,CUST002804,Customer 2804,B2B,High,Partner,2022-01-23,6
2805,CUST002805,Customer 2805,B2B,High,Partner,2023-04-02,8
2806,CUST002806,Customer 2806,B2C,Medium,Partner,2022-08-22,4
2807,CUST002807,Customer 2807,B2C,Medium,Online,2023-11-25,3
2808,CUST002808,Customer 2808,B2C,Medium,Direct,2022-05-03,13
2809,CUST002809,Customer 2809,B2B,Low,Online,2023-05-14,9
2810,CUST002810,Customer 2810,B2B,Low,Direct,2023-01-18,1
2811,CUST002811,Customer 2811,B2C,Low,Direct,2023-06-01,5
2812,CUST002812,Customer 2812,B2C,Low,Online,2023-08-12,12
2813,CUST002813,Customer 2813,B2B,Low,Online,2022-03-19,9
2814,CUST002814,Customer 2814,B2B,Low,Direct,2022-06-12,10
2815,CUST002815,Customer 2815,B2B,High,Direct,2023-10-28,5
2816,CUST002816,Customer 2816,B2C,Low,Retail,2023-04-22,11
2817,CUST002817,Customer 2817,B2B,High,Partner,2022-12-05,8
2818,CUST002818,Customer 2818,B2C,High,Direct,2023-06-25,10
2819,CUST002819,Customer 2819,B2B,Low,Direct,2022-10-28,1
2820,CUST002820,Customer 2820,B2B,Medium,Direct,2022-01-09,3
2821,CUST002821,Customer 2821,B2B,Low,Partner,2022-09-23,9
2822,CUST002822,Customer 2822,B2B,Low,Partner,2023-04-14,12
2823,CUST002823,Customer 2823,B2B,High,Retail,2023-08-14,4
2824,CUST002824,Customer 2824,B2B,High,Online,2022-11-12,9
2825,CUST002825,Customer 2825,B2B,High,Partner,2023-09-09,2
2826,CUST002826,Customer 2826,B2C,High,Retail,2022-12-02,4
2827,CUST002827,Customer 2827,B2B,Medium,Partner,2022-11-07,4
2828,CUST002828,Customer 2828,B2C,High,Retail,2022-08-11,8
2829,CUST002829,Customer 2829,B2C,High,Direct,2022-05-07,12
2830,CUST002830,Customer 2830,B2C,High,Direct,2022-08-02,8
2831,CUST002831,Customer 2831,B2B,High,Direct,2023-02-13,10
2832,CUST002832,Customer 2832,B2B,High,Online,2022-05-08,3
2833,CUST002833,Customer 2833,B2B,Medium,Partner,2022-08-03,12
2834,CUST002834,Customer 2834,B2C,High,Retail,2022-11-21,2
2835,CUST002835,Customer 2835,B2C,Medium,Partner,2023-06-04,9
2836,CUST002836,Customer 2836,B2C,High,Online,2022-04-25,7
2837,CUST002837,Customer 2837,B2C,High,Partner,2023-03-07,6
2838,CUST002838,Customer 2838,B2B,Medium,Partner,2022-11-14,4
2839,CUST002839,Customer 2839,B2B,Low,Direct,2023-12-20,8
2840,CUST002840,Customer 2840,B2C,Low,Partner,2022-01-17,1
2841,CUST002841,Customer 2841,B2B,High,Online,2022-05-25,3
2842,CUST002842,Customer 2842,B2B,High,Direct,2023-06-16,13
2843,CUST002843,Customer 2843,B2B,Low,Retail,2022-02-09,12
2844,CUST002844,Customer 2844,B2C,Medium,Direct,2023-11-08,3
2845,CUST002845,Customer 2845,B2B,High,Retail,2023-03-06,12
2846,CUST002846,Customer 2846,B2B,Medium,Online,2023-11-16,13
2847,CUST002847,Customer 2847,B2B,Medium,Retail,2022-06-16,5
2848,CUST002848,Customer 2848,B2C,Medium,Partner,2023-02-18,1
2849,CUST002849,Customer 2849,B2C,High,Direct,2022-01-27,1
2850,CUST002850,Customer 2850,B2C,High,Direct,2022-05-28,13
2851,CUST002851,Customer 2851,B2B,High,Online,2023-09-05,1
2852,CUST002852,Customer 2852,B2B,High,Direct,2022-12-24,2
2853,CUST002853,Customer 2853,B2C,Medium,Direct,2022-04-26,9
2854,CUST002854,Customer 2854,B2B,Low,Online,2023-03-27,5
2855,CUST002855,Customer 2855,B2C,Medium,Retail,2023-05-03,6
2856,CUST002856,Customer 2856,B2C,Low,Online,2023-11-04,8
2857,CUST002857,Customer 2857,B2B,High,Retail,2023-05-20,9
2858,CUST002858,Customer 2858,B2B,High,Online,2022-05-13,12
2859,CUST002859,Customer 2859,B2C,Medium,Online,2022-04-08,4
2860,CUST002860,Customer 2860,B2C,High,Partner,2022-08-20,6
2861,CUST002861,Customer 2861,B2C,Low,Partner,2023-12-29,13
2862,CUST002862,Customer 2862,B2C,Medium,Partner,2022-05-15,11
2863,CUST002863,Customer 2863,B2B,Low,Direct,2022-05-29,11
2864,CUST002864,Customer 2864,B2B,High,Online,2022-02-19,3
2865,CUST002865,Customer 2865,B2B,High,Retail,2023-10-12,7
2866,CUST002866,Customer 2866,B2B,Low,Direct,2022-11-27,8
2867,CUST002867,Customer 2867,B2B,Low,Direct,2022-12-19,8
2868,CUST002868,Customer 2868,B2C,Low,Partner,2022-08-08,9
2869,CUST002869,Customer 2869,B2B,Low,Partner,2023-03-27,11
2870,CUST002870,Customer 2870,B2C,Medium,Retail,2023-06-11,5
2871,CUST002871,Customer 2871,B2C,Low,Direct,2022-12-16,11
2872,CUST002872,Customer 2872,B2C,Low,Partner,2022-04-09,2
2873,CUST002873,Customer 2873,B2C,Low,Online,2023-01-10,9
2874,CUST002874,Customer 2874,B2B,High,Direct,2022-05-10,2
2875,CUST002875,Customer 2875,B2C,High,Partner,2022-05-04,5
2876,CUST002876,Customer 2876,B2C,Low,Online,2023-04-09,9
2877,CUST002877,Customer 2877,B2C,Low,Retail,2022-07-06,3
2878,CUST002878,Customer 2878,B2B,High,Retail,2023-11-28,12
2879,CUST002879,Customer 2879,B2B,Low,Online,2022-12-29,13
2880,CUST002880,Customer 2880,B2C,Low,Retail,2023-06-30,12
2881,CUST002881,Customer 2881,B2B,Medium,Retail,2023-06-28,2
2882,CUST002882,Customer 2882,B2B,Low,Retail,2023-11-28,13
2883,CUST002883,Customer 2883,B2C,High,Partner,2022-06-05,1
2884,CUST002884,Customer 2884,B2C,Medium,Direct,2023-02-15,8
2885,CUST002885,Customer 2885,B2C,High,Partner,2023-04-25,1
2886,CUST002886,Customer 2886,B2C,Low,Partner,2022-03-18,4
2887,CUST002887,Customer 2887,B2B,High,Direct,2023-09-20,3
2888,CUST002888,Customer 2888,B2C,High,Retail,2022-05-28,7
2889,CUST002889,Customer 2889,B2C,Medium,Retail,2022-06-13,4
2890,CUST002890,Customer 2890,B2B,High,Partner,2022-12-25,3
2891,CUST002891,Customer 2891,B2B,Low,Retail,2023-02-16,4
2892,CUST002892,Customer 2892,B2B,Low,Partner,2023-03-31,13
2893,CUST002893,Customer 2893,B2B,Low,Online,2022-12-02,9
2894,CUST002894,Customer 2894,B2B,Low,Direct,2022-11-15,4
2895,CUST002895,Customer 2895,B2C,Medium,Online,2023-11-08,9
2896,CUST002896,Customer 2896,B2C,High,Online,2023-09-17,13
2897,CUST002897,Customer 2897,B2C,High,Direct,2022-12-16,5
2898,CUST002898,Customer 2898,B2C,Medium,Retail,2022-04-26,12
2899,CUST002899,Customer 2899,B2C,Medium,Retail,2023-12-10,9
2900,CUST002900,Customer 2900,B2B,Low,Partner,2022-04-16,4
2901,CUST002901,Customer 2901,B2C,Low,Direct,2023-11-12,7
2902,CUST002902,Customer 2902,B2B,Medium,Partner,2022-02-28,5
2903,CUST002903,Customer 2903,B2C,Medium,Partner,2023-10-18,6
2904,CUST002904,Customer 2904,B2B,High,Direct,2022-03-27,4
2905,CUST002905,Customer 2905,B2C,High,Direct,2023-08-23,11
2906,CUST002906,Customer 2906,B2B,Low,Direct,2022-09-30,9
2907,CUST002907,Customer 2907,B2C,Low,Direct,2023-09-14,1
2908,CUST002908,Customer 2908,B2B,Low,Online,2023-09-09,10
2909,CUST002909,Customer 2909,B2B,High,Partner,2022-04-08,10
2910,CUST002910,Customer 2910,B2C,Medium,Online,2023-11-20,6
2911,CUST002911,Customer 2911,B2C,Medium,Online,2023-10-25,7
2912,CUST002912,Customer 2912,B2C,Low,Online,2023-10-06,4
2913,CUST002913,Customer 2913,B2B,High,Partner,2023-08-04,2
2914,CUST002914,Customer 2914,B2C,High,Direct,2022-10-27,5
2915,CUST002915,Customer 2915,B2C,Medium,Retail,2023-01-03,5
2916,CUST002916,Customer 2916,B2B,Medium,Direct,2023-04-02,12
2917,CUST002917,Customer 2917,B2C,High,Retail,2023-10-13,9
2918,CUST002918,Customer 2918,B2C,Low,Direct,2023-07-15,13
2919,CUST002919,Customer 2919,B2B,Medium,Online,2022-12-23,6
2920,CUST002920,Customer 2920,B2B,Medium,Partner,2022-12-27,2
2921,CUST002921,Customer 2921,B2C,Medium,Direct,2022-04-03,11
2922,CUST002922,Customer 2922,B2C,High,Partner,2022-07-10,12
2923,CUST002923,Customer 2923,B2C,Medium,Direct,2023-05-13,6
2924,CUST002924,Customer 2924,B2B,Medium,Online,2022-06-13,2
2925,CUST002925,Customer 2925,B2C,Low,Partner,2022-07-14,13
2926,CUST002926,Customer 2926,B2B,Medium,Online,2023-07-28,4
2927,CUST002927,Customer 2927,B2B,Low,Direct,2022-04-06,5
2928,CUST002928,Customer 2928,B2C,Low,Partner,2022-05-30,7
2929,CUST002929,Customer 2929,B2C,High,Partner,2022-05-17,10
2930,CUST002930,Customer 2930,B2B,Medium,Retail,2023-08-07,8
2931,CUST002931,Customer 2931,B2B,Low,Retail,2022-02-11,11
2932,CUST002932,Customer 2932,B2B,Medium,Retail,2022-10-08,12
2933,CUST002933,Customer 2933,B2B,High,Direct,2022-08-13,11
2934,CUST002934,Customer 2934,B2B,High,Partner,2022-08-10,4
2935,CUST002935,Customer 2935,B2C,Medium,Direct,2022-01-22,9
2936,CUST002936,Customer 2936,B2B,Medium,Retail,2023-07-19,9
2937,CUST002937,Customer 2937,B2C,Low,Direct,2023-08-18,12
2938,CUST002938,Customer 2938,B2C,Medium,Direct,2022-09-25,6
2939,CUST002939,Customer 2939,B2B,Medium,Partner,2023-01-09,2
2940,CUST002940,Customer 2940,B2B,Medium,Retail,2023-12-11,13
2941,CUST002941,Customer 2941,B2B,High,Direct,2023-07-06,9
2942,CUST002942,Customer 2942,B2B,Low,Retail,2022-11-18,12
2943,CUST002943,Customer 2943,B2B,Medium,Partner,2022-12-23,10
2944,CUST002944,Customer 2944,B2C,Low,Direct,2022-02-24,8
2945,CUST002945,Customer 2945,B2C,High,Retail,2023-08-29,1
2946,CUST002946,Customer 2946,B2C,Low,Online,2023-07-28,6
2947,CUST002947,Customer 2947,B2B,High,Partner,2023-05-04,2
2948,CUST002948,Customer 2948,B2C,Low,Online,2022-10-10,12
2949,CUST002949,Customer 2949,B2C,Medium,Retail,2023-09-05,7
2950,CUST002950,Customer 2950,B2C,Medium,Partner,2022-08-09,6
2951,CUST002951,Customer 2951,B2C,High,Partner,2022-08-27,1
2952,CUST002952,Customer 2952,B2B,Low,Partner,2023-09-17,10
2953,CUST002953,Customer 2953,B2B,Low,Online,2022-05-03,9
2954,CUST002954,Customer 2954,B2B,Low,Retail,2023-02-28,4
2955,CUST002955,Customer 2955,B2B,High,Online,2023-09-08,11
2956,CUST002956,Customer 2956,B2B,Medium,Online,2023-05-22,2
2957,CUST002957,Customer 2957,B2C,Medium,Direct,2023-02-18,12
2958,CUST002958,Customer 2958,B2B,Medium,Retail,2023-05-01,2
2959,CUST002959,Customer 2959,B2C,High,Direct,2022-11-15,5
2960,CUST002960,Customer 2960,B2B,High,Partner,2023-05-27,7
2961,CUST002961,Customer 2961,B2B,Medium,Online,2022-07-25,6
2962,CUST002962,Customer 2962,B2B,Low,Partner,2023-04-08,1
2963,CUST002963,Customer 2963,B2B,Low,Online,2023-09-13,11
2964,CUST002964,Customer 2964,B2B,High,Online,2023-01-18,9
2965,CUST002965,Customer 2965,B2B,Medium,Direct,2022-01-13,5
2966,CUST002966,Customer 2966,B2C,High,Retail,2022-01-29,4
2967,CUST002967,Customer 2967,B2C,High,Retail,2023-10-14,6
2968,CUST002968,Customer 2968,B2B,Low,Partner,2022-04-10,10
2969,CUST002969,Customer 2969,B2C,Low,Retail,2022-07-01,9
2970,CUST002970,Customer 2970,B2C,High,Online,2022-06-02,9
2971,CUST002971,Customer 2971,B2C,Medium,Online,2022-05-04,6
2972,CUST002972,Customer 2972,B2B,Low,Retail,2023-12-01,2
2973,CUST002973,Customer 2973,B2B,Low,Retail,2023-05-25,10
2974,CUST002974,Customer 2974,B2C,Low,Direct,2022-12-12,13
