ReturnKey,ReturnID,ReturnDateKey,ReturnDate,OrderKey,OrderID,CustomerKey,ProductKey,ReturnQuantity,ReturnAmount,ReturnReason,ReturnStatus
1452,RET00001452,20241207,2024-12-07,78325,ORD00078325,4991,159,3,2463.84,Damaged in Transit,Processed
1453,RET00001453,20231006,2023-10-06,32586,ORD00032586,4007,151,1,712.45,Other,Pending
1454,RET00001454,20240905,2024-09-05,67507,ORD00067507,2519,133,3,255.69,Wrong Item,Processing
1455,RET00001455,20230127,2023-01-27,51220,ORD00051220,1610,52,1,768.12,Defective,Rejected
1456,RET00001456,20240721,2024-07-21,58009,ORD00058009,3997,133,1,90.56,Other,Processing
1457,RET00001457,20240415,2024-04-15,98030,ORD00098030,4418,11,1,852.16,Damaged in Transit,Pending
1458,RET00001458,20240902,2024-09-02,46650,ORD00046650,3857,147,4,259.36,Damaged in Transit,Rejected
1459,RET00001459,20230612,2023-06-12,54382,ORD00054382,4318,113,5,1981.05,Quality Issues,Processed
1460,RET00001460,20240929,2024-09-29,93049,ORD00093049,3494,55,4,323.2,Wrong Item,Processing
1461,RET00001461,20230119,2023-01-19,77262,ORD00077262,3943,62,2,441.48,Damaged in Transit,Rejected
1462,RET00001462,20231108,2023-11-08,24809,ORD00024809,5,76,9,8059.41,Defective,Processing
1463,RET00001463,20241022,2024-10-22,5575,ORD00005575,3070,69,2,1872.74,Damaged in Transit,Rejected
1464,RET00001464,20240718,2024-07-18,62440,ORD00062440,3305,125,1,43.29,Too Late,Pending
1465,RET00001465,20231110,2023-11-10,16768,ORD00016768,2619,50,1,169.06,Defective,Rejected
1466,RET00001466,20240621,2024-06-21,3803,ORD00003803,1628,86,2,1367.04,Defective,Processed
1467,RET00001467,20230115,2023-01-15,3161,ORD00003161,4775,89,1,720.24,Wrong Item,Processed
1468,RET00001468,20240820,2024-08-20,94516,ORD00094516,4631,32,6,1106.34,Damaged in Transit,Pending
1469,RET00001469,20240518,2024-05-18,14829,ORD00014829,744,77,4,1893.64,Wrong Item,Processed
1470,RET00001470,20241009,2024-10-09,43482,ORD00043482,289,49,2,283.08,Defective,Pending
1471,RET00001471,20240916,2024-09-16,15303,ORD00015303,3123,15,6,372.48,Too Late,Rejected
1472,RET00001472,20240229,2024-02-29,11807,ORD00011807,3725,33,6,2467.38,Changed Mind,Processing
1473,RET00001473,20240308,2024-03-08,61523,ORD00061523,3932,23,7,344.4,Damaged in Transit,Rejected
1474,RET00001474,20241009,2024-10-09,7884,ORD00007884,4371,98,4,529.44,Too Late,Pending
1475,RET00001475,20240730,2024-07-30,65485,ORD00065485,2995,62,2,453.0,Other,Processed
1476,RET00001476,20240512,2024-05-12,22846,ORD00022846,2491,56,2,534.64,Wrong Item,Pending
1477,RET00001477,20240305,2024-03-05,96200,ORD00096200,1211,141,1,347.97,Quality Issues,Processing
1478,RET00001478,20230308,2023-03-08,51971,ORD00051971,3080,69,5,4401.45,Wrong Item,Processing
1479,RET00001479,20230801,2023-08-01,22492,ORD00022492,1634,124,1,482.34,Defective,Rejected
1480,RET00001480,20240302,2024-03-02,75550,ORD00075550,4555,4,3,733.32,Other,Processed
1481,RET00001481,20240629,2024-06-29,21106,ORD00021106,391,154,6,3160.56,Not as Described,Pending
1482,RET00001482,20231016,2023-10-16,73230,ORD00073230,2586,79,4,320.64,Quality Issues,Processing
1483,RET00001483,20231115,2023-11-15,82946,ORD00082946,2981,25,7,2219.0,Quality Issues,Processing
1484,RET00001484,20231121,2023-11-21,81005,ORD00081005,3190,12,6,5515.08,Changed Mind,Pending
1485,RET00001485,20231028,2023-10-28,37507,ORD00037507,2763,68,1,878.22,Other,Rejected
1486,RET00001486,20230224,2023-02-24,48404,ORD00048404,640,130,6,399.72,Too Late,Processing
1487,RET00001487,20230901,2023-09-01,5639,ORD00005639,874,127,3,1730.88,Too Late,Rejected
1488,RET00001488,20240302,2024-03-02,38475,ORD00038475,3383,151,7,4749.99,Other,Processing
1489,RET00001489,20240817,2024-08-17,55592,ORD00055592,1702,10,2,223.94,Damaged in Transit,Rejected
1490,RET00001490,20241124,2024-11-24,83633,ORD00083633,1618,3,4,1590.0,Quality Issues,Processing
1491,RET00001491,20231121,2023-11-21,71086,ORD00071086,4027,11,5,4253.1,Quality Issues,Processed
1492,RET00001492,20231009,2023-10-09,28386,ORD00028386,4465,17,2,810.48,Defective,Processing
1493,RET00001493,20241008,2024-10-08,66036,ORD00066036,650,5,1,234.19,Wrong Item,Processed
1494,RET00001494,20241121,2024-11-21,72581,ORD00072581,2566,37,2,668.26,Quality Issues,Processed
1495,RET00001495,20240804,2024-08-04,98416,ORD00098416,2580,89,5,3682.45,Quality Issues,Rejected
1496,RET00001496,20230501,2023-05-01,6876,ORD00006876,3935,112,1,340.36,Damaged in Transit,Rejected
1497,RET00001497,20240704,2024-07-04,47581,ORD00047581,4895,132,2,1817.48,Not as Described,Processing
1498,RET00001498,20231009,2023-10-09,52958,ORD00052958,894,100,3,945.84,Changed Mind,Processing
1499,RET00001499,20230405,2023-04-05,86986,ORD00086986,3578,78,8,8482.88,Quality Issues,Rejected
1500,RET00001500,20240610,2024-06-10,58583,ORD00058583,1796,108,5,4005.85,Changed Mind,Processed
1501,RET00001501,20240708,2024-07-08,22889,ORD00022889,4971,2,9,1131.3,Other,Processed
1502,RET00001502,20241127,2024-11-27,32545,ORD00032545,2692,133,5,443.25,Damaged in Transit,Pending
1503,RET00001503,20240526,2024-05-26,26402,ORD00026402,4420,14,1,338.44,Damaged in Transit,Processing
1504,RET00001504,20240105,2024-01-05,52327,ORD00052327,972,112,1,364.53,Quality Issues,Processed
1505,RET00001505,20240407,2024-04-07,12682,ORD00012682,1743,44,1,539.51,Other,Rejected
1506,RET00001506,20231022,2023-10-22,58646,ORD00058646,3396,122,5,3048.75,Not as Described,Processed
1507,RET00001507,20220313,2022-03-13,35407,ORD00035407,1144,95,1,465.45,Not as Described,Processing
1508,RET00001508,20240708,2024-07-08,52468,ORD00052468,2686,86,1,698.14,Not as Described,Pending
1509,RET00001509,20231122,2023-11-22,69166,ORD00069166,4042,95,4,1670.52,Defective,Processing
1510,RET00001510,20230728,2023-07-28,35602,ORD00035602,4536,20,6,1015.26,Quality Issues,Processing
1511,RET00001511,20241114,2024-11-14,46848,ORD00046848,1759,23,3,161.34,Damaged in Transit,Processed
1512,RET00001512,20240115,2024-01-15,20075,ORD00020075,912,120,3,2640.78,Defective,Processing
1513,RET00001513,20241020,2024-10-20,86356,ORD00086356,3727,50,4,793.72,Defective,Processing
1514,RET00001514,20240728,2024-07-28,48712,ORD00048712,4597,93,1,138.54,Quality Issues,Rejected
1515,RET00001515,20230119,2023-01-19,79722,ORD00079722,2657,96,2,1118.56,Too Late,Pending
1516,RET00001516,20231022,2023-10-22,64022,ORD00064022,2194,156,4,2484.04,Wrong Item,Processing
1517,RET00001517,20230722,2023-07-22,99713,ORD00099713,1830,83,4,369.4,Wrong Item,Rejected
1518,RET00001518,20231224,2023-12-24,96654,ORD00096654,1136,118,2,1636.04,Quality Issues,Pending
1519,RET00001519,20241211,2024-12-11,52089,ORD00052089,520,60,3,467.22,Changed Mind,Rejected
1520,RET00001520,20230916,2023-09-16,81176,ORD00081176,1494,1,4,1141.24,Damaged in Transit,Processed
1521,RET00001521,20230223,2023-02-23,38578,ORD00038578,3154,95,1,404.88,Not as Described,Rejected
1522,RET00001522,20241114,2024-11-14,63650,ORD00063650,780,84,5,4284.3,Defective,Processing
1523,RET00001523,20240812,2024-08-12,85090,ORD00085090,314,82,6,597.18,Too Late,Pending
1524,RET00001524,20231201,2023-12-01,40023,ORD00040023,2480,55,4,352.6,Other,Pending
1525,RET00001525,20221007,2022-10-07,48070,ORD00048070,3937,50,4,721.96,Too Late,Processing
1526,RET00001526,20220827,2022-08-27,66855,ORD00066855,4280,114,4,3968.4,Not as Described,Pending
1527,RET00001527,20220611,2022-06-11,84198,ORD00084198,922,68,5,4199.85,Damaged in Transit,Rejected
1528,RET00001528,20240405,2024-04-05,2007,ORD00002007,1926,118,2,1535.64,Wrong Item,Rejected
1529,RET00001529,20241027,2024-10-27,11906,ORD00011906,3732,125,5,252.7,Quality Issues,Pending
1530,RET00001530,20230803,2023-08-03,15971,ORD00015971,158,65,4,3011.16,Defective,Pending
1531,RET00001531,20240318,2024-03-18,62785,ORD00062785,4446,37,1,384.22,Changed Mind,Processing
1532,RET00001532,20241124,2024-11-24,48905,ORD00048905,4966,12,5,4840.9,Quality Issues,Processing
1533,RET00001533,20221226,2022-12-26,76053,ORD00076053,4164,9,1,741.77,Changed Mind,Rejected
1534,RET00001534,20230726,2023-07-26,72212,ORD00072212,4472,154,2,1081.7,Defective,Processing
1535,RET00001535,20241127,2024-11-27,74335,ORD00074335,2356,89,7,4778.27,Quality Issues,Pending
1536,RET00001536,20230409,2023-04-09,81920,ORD00081920,4961,140,1,212.16,Quality Issues,Processed
1537,RET00001537,20221009,2022-10-09,20354,ORD00020354,3353,88,4,1397.88,Not as Described,Processing
1538,RET00001538,20240817,2024-08-17,97446,ORD00097446,738,15,4,253.72,Wrong Item,Processing
1539,RET00001539,20230620,2023-06-20,41375,ORD00041375,2411,50,8,1592.08,Changed Mind,Processed
1540,RET00001540,20240902,2024-09-02,31755,ORD00031755,606,12,5,5018.85,Changed Mind,Processed
1541,RET00001541,20230427,2023-04-27,34266,ORD00034266,3799,151,1,662.34,Wrong Item,Processed
1542,RET00001542,20240224,2024-02-24,83916,ORD00083916,828,98,1,124.82,Too Late,Rejected
1543,RET00001543,20240706,2024-07-06,98413,ORD00098413,328,8,4,1317.84,Too Late,Pending
1544,RET00001544,20240807,2024-08-07,69883,ORD00069883,705,48,1,1065.74,Other,Pending
1545,RET00001545,20221014,2022-10-14,33094,ORD00033094,2615,44,1,493.67,Wrong Item,Pending
1546,RET00001546,20240627,2024-06-27,46456,ORD00046456,4702,62,3,678.63,Changed Mind,Processing
1547,RET00001547,20230515,2023-05-15,30083,ORD00030083,2751,118,3,2273.52,Wrong Item,Rejected
1548,RET00001548,20241118,2024-11-18,79050,ORD00079050,4757,27,1,146.11,Other,Pending
1549,RET00001549,20240608,2024-06-08,46655,ORD00046655,4828,80,1,645.96,Too Late,Processing
1550,RET00001550,20240104,2024-01-04,92334,ORD00092334,4416,14,2,693.46,Changed Mind,Rejected
1551,RET00001551,20240723,2024-07-23,36959,ORD00036959,1684,18,1,359.95,Other,Processed
1552,RET00001552,20230323,2023-03-23,24922,ORD00024922,1546,28,8,5840.64,Damaged in Transit,Processed
1553,RET00001553,20240403,2024-04-03,69855,ORD00069855,3985,97,1,743.41,Not as Described,Processing
1554,RET00001554,20231102,2023-11-02,10749,ORD00010749,4333,46,1,279.28,Quality Issues,Pending
1555,RET00001555,20230715,2023-07-15,13446,ORD00013446,3518,115,1,1001.55,Not as Described,Processing
1556,RET00001556,20230809,2023-08-09,29798,ORD00029798,1346,1,1,269.25,Not as Described,Rejected
1557,RET00001557,20240619,2024-06-19,30802,ORD00030802,3466,124,3,1617.54,Other,Processing
1558,RET00001558,20240203,2024-02-03,35232,ORD00035232,4384,48,1,1048.39,Damaged in Transit,Processing
1559,RET00001559,20220208,2022-02-08,17173,ORD00017173,3834,120,3,2262.57,Too Late,Rejected
1560,RET00001560,20240823,2024-08-23,14314,ORD00014314,4182,155,3,2562.63,Defective,Rejected
1561,RET00001561,20240730,2024-07-30,18807,ORD00018807,1614,25,3,1002.96,Changed Mind,Rejected
1562,RET00001562,20241024,2024-10-24,20303,ORD00020303,262,88,1,300.92,Wrong Item,Processing
1563,RET00001563,20230930,2023-09-30,2845,ORD00002845,4943,45,2,1850.12,Damaged in Transit,Rejected
1564,RET00001564,20240210,2024-02-10,10705,ORD00010705,1205,160,6,4363.8,Damaged in Transit,Processing
1565,RET00001565,20230918,2023-09-18,76444,ORD00076444,1015,24,8,670.64,Wrong Item,Processed
1566,RET00001566,20230902,2023-09-02,99663,ORD00099663,2944,118,1,794.07,Quality Issues,Rejected
1567,RET00001567,20240923,2024-09-23,16907,ORD00016907,3632,115,4,3542.44,Not as Described,Rejected
1568,RET00001568,20241219,2024-12-19,31054,ORD00031054,4560,63,1,385.35,Not as Described,Rejected
1569,RET00001569,20221002,2022-10-02,83320,ORD00083320,1223,70,1,1095.18,Not as Described,Processed
1570,RET00001570,20230710,2023-07-10,175,ORD00000175,66,73,1,969.43,Changed Mind,Pending
1571,RET00001571,20241128,2024-11-28,49162,ORD00049162,1800,10,5,617.55,Defective,Processing
1572,RET00001572,20240303,2024-03-03,65791,ORD00065791,2276,160,1,694.19,Damaged in Transit,Processing
1573,RET00001573,20220816,2022-08-16,3115,ORD00003115,3896,121,1,749.42,Changed Mind,Processing
1574,RET00001574,20230625,2023-06-25,78097,ORD00078097,4173,131,2,1932.52,Too Late,Processing
1575,RET00001575,20230504,2023-05-04,85837,ORD00085837,3913,82,4,368.16,Wrong Item,Rejected
1576,RET00001576,20240616,2024-06-16,50414,ORD00050414,2054,25,3,936.0,Quality Issues,Processed
1577,RET00001577,20230707,2023-07-07,8283,ORD00008283,4545,23,1,47.79,Wrong Item,Pending
1578,RET00001578,20240818,2024-08-18,78828,ORD00078828,3828,98,7,875.7,Defective,Processing
1579,RET00001579,20240724,2024-07-24,1883,ORD00001883,521,96,2,1196.78,Defective,Pending
1580,RET00001580,20240310,2024-03-10,97637,ORD00097637,608,145,6,5120.34,Other,Processed
1581,RET00001581,20220821,2022-08-21,10809,ORD00010809,3878,158,6,5804.76,Too Late,Pending
1582,RET00001582,20240507,2024-05-07,25422,ORD00025422,704,151,1,626.16,Changed Mind,Rejected
1583,RET00001583,20240802,2024-08-02,83345,ORD00083345,2624,61,9,2404.17,Quality Issues,Rejected
1584,RET00001584,20230927,2023-09-27,57157,ORD00057157,3288,15,1,60.2,Quality Issues,Processing
1585,RET00001585,20240729,2024-07-29,48273,ORD00048273,2782,152,1,780.76,Wrong Item,Pending
1586,RET00001586,20220531,2022-05-31,84019,ORD00084019,2658,46,2,537.38,Other,Processed
1587,RET00001587,20230727,2023-07-27,22430,ORD00022430,1405,83,2,167.38,Quality Issues,Processed
1588,RET00001588,20230925,2023-09-25,82183,ORD00082183,1876,116,6,250.68,Defective,Processed
1589,RET00001589,20221212,2022-12-12,18789,ORD00018789,3104,89,3,2086.44,Quality Issues,Pending
1590,RET00001590,20240722,2024-07-22,18271,ORD00018271,2390,30,1,170.68,Other,Processing
1591,RET00001591,20241215,2024-12-15,16438,ORD00016438,4007,20,7,1429.75,Too Late,Pending
1592,RET00001592,20240424,2024-04-24,39332,ORD00039332,3823,8,1,385.55,Other,Processing
1593,RET00001593,20230622,2023-06-22,49839,ORD00049839,4153,113,2,797.26,Not as Described,Processed
1594,RET00001594,20230116,2023-01-16,63078,ORD00063078,4099,62,6,1268.88,Wrong Item,Pending
1595,RET00001595,20230916,2023-09-16,71922,ORD00071922,2995,135,1,342.99,Not as Described,Processing
1596,RET00001596,20231204,2023-12-04,50318,ORD00050318,3041,112,3,1181.28,Too Late,Processed
1597,RET00001597,20240918,2024-09-18,76785,ORD00076785,1736,23,6,281.88,Not as Described,Processed
1598,RET00001598,20230505,2023-05-05,84680,ORD00084680,829,146,2,441.36,Changed Mind,Processing
1599,RET00001599,20231025,2023-10-25,2589,ORD00002589,2568,104,1,358.86,Defective,Processing
1600,RET00001600,20230408,2023-04-08,37901,ORD00037901,3181,115,1,1000.23,Too Late,Rejected
1601,RET00001601,20240618,2024-06-18,49260,ORD00049260,2801,27,1,158.66,Not as Described,Processing
1602,RET00001602,20240609,2024-06-09,51651,ORD00051651,1157,55,5,398.2,Damaged in Transit,Rejected
1603,RET00001603,20241117,2024-11-17,24803,ORD00024803,4033,122,7,4652.55,Not as Described,Rejected
1604,RET00001604,20231114,2023-11-14,68850,ORD00068850,1412,36,2,1108.52,Damaged in Transit,Pending
1605,RET00001605,20230313,2023-03-13,74317,ORD00074317,4172,10,3,317.31,Wrong Item,Pending
1606,RET00001606,20230306,2023-03-06,96782,ORD00096782,2601,112,1,395.2,Other,Pending
1607,RET00001607,20240213,2024-02-13,84922,ORD00084922,4022,131,2,1775.14,Too Late,Processed
1608,RET00001608,20240415,2024-04-15,88167,ORD00088167,3114,41,1,480.88,Not as Described,Rejected
1609,RET00001609,20230605,2023-06-05,16105,ORD00016105,4436,140,1,217.03,Not as Described,Processed
1610,RET00001610,20230314,2023-03-14,34938,ORD00034938,4030,65,5,3963.75,Not as Described,Processed
1611,RET00001611,20221128,2022-11-28,61697,ORD00061697,62,156,3,1672.98,Other,Rejected
1612,RET00001612,20230422,2023-04-22,34537,ORD00034537,944,103,1,461.75,Damaged in Transit,Processed
1613,RET00001613,20240713,2024-07-13,12907,ORD00012907,378,155,1,749.62,Wrong Item,Processing
1614,RET00001614,20231221,2023-12-21,56158,ORD00056158,520,107,1,901.7,Other,Processing
1615,RET00001615,20241015,2024-10-15,28215,ORD00028215,3059,42,5,3470.95,Defective,Pending
1616,RET00001616,20241031,2024-10-31,54356,ORD00054356,1565,120,6,4934.88,Quality Issues,Processing
1617,RET00001617,20240627,2024-06-27,87859,ORD00087859,4848,44,1,519.51,Quality Issues,Pending
1618,RET00001618,20230116,2023-01-16,38530,ORD00038530,738,99,1,881.65,Other,Pending
1619,RET00001619,20230809,2023-08-09,91338,ORD00091338,2731,93,1,152.21,Quality Issues,Processing
1620,RET00001620,20240104,2024-01-04,96615,ORD00096615,828,102,1,244.06,Changed Mind,Rejected
1621,RET00001621,20231217,2023-12-17,72991,ORD00072991,2009,74,1,938.17,Other,Processing
1622,RET00001622,20230519,2023-05-19,65513,ORD00065513,4270,11,2,1550.6,Not as Described,Pending
1623,RET00001623,20240130,2024-01-30,34065,ORD00034065,3139,118,3,2413.11,Defective,Pending
1624,RET00001624,20240722,2024-07-22,22856,ORD00022856,364,115,2,2117.18,Other,Processing
1625,RET00001625,20240313,2024-03-13,6282,ORD00006282,1953,34,1,537.51,Too Late,Rejected
1626,RET00001626,20240629,2024-06-29,2976,ORD00002976,4945,26,2,1948.48,Quality Issues,Pending
1627,RET00001627,20240315,2024-03-15,20991,ORD00020991,4104,81,3,1560.99,Quality Issues,Processing
1628,RET00001628,20220612,2022-06-12,76737,ORD00076737,1866,86,10,6692.9,Quality Issues,Processed
1629,RET00001629,20240803,2024-08-03,28599,ORD00028599,1860,93,2,301.76,Quality Issues,Processing
1630,RET00001630,20231211,2023-12-11,18961,ORD00018961,4766,51,2,955.9,Not as Described,Rejected
1631,RET00001631,20241219,2024-12-19,94014,ORD00094014,1539,72,6,3190.62,Wrong Item,Processed
1632,RET00001632,20231202,2023-12-02,30261,ORD00030261,1391,67,4,766.84,Too Late,Processed
1633,RET00001633,20240418,2024-04-18,62742,ORD00062742,837,71,1,1014.06,Other,Pending
1634,RET00001634,20240227,2024-02-27,12549,ORD00012549,4173,47,4,415.2,Wrong Item,Rejected
1635,RET00001635,20230912,2023-09-12,72079,ORD00072079,2348,21,2,734.72,Other,Processing
1636,RET00001636,20230714,2023-07-14,78356,ORD00078356,2606,131,4,3741.52,Quality Issues,Processed
1637,RET00001637,20240209,2024-02-09,25410,ORD00025410,455,116,4,159.92,Other,Pending
1638,RET00001638,20240101,2024-01-01,66218,ORD00066218,4528,36,10,5725.8,Changed Mind,Processing
1639,RET00001639,20240903,2024-09-03,10603,ORD00010603,4744,36,4,2220.24,Changed Mind,Processed
1640,RET00001640,20240822,2024-08-22,78298,ORD00078298,822,32,7,1333.85,Defective,Processed
1641,RET00001641,20240102,2024-01-02,39393,ORD00039393,4005,145,3,2331.87,Too Late,Rejected
1642,RET00001642,20241009,2024-10-09,89261,ORD00089261,1954,94,4,3334.8,Other,Processed
1643,RET00001643,20220824,2022-08-24,68602,ORD00068602,2453,138,5,4397.65,Not as Described,Processed
1644,RET00001644,20220908,2022-09-08,47216,ORD00047216,2886,97,1,760.31,Changed Mind,Processed
1645,RET00001645,20240617,2024-06-17,72936,ORD00072936,782,148,2,1499.24,Other,Processing
1646,RET00001646,20240308,2024-03-08,63281,ORD00063281,4776,94,1,864.32,Quality Issues,Pending
1647,RET00001647,20231128,2023-11-28,20435,ORD00020435,2521,67,5,940.25,Changed Mind,Processing
1648,RET00001648,20230720,2023-07-20,24693,ORD00024693,3848,137,6,1133.16,Not as Described,Pending
1649,RET00001649,20240522,2024-05-22,21126,ORD00021126,3223,99,2,1656.82,Wrong Item,Rejected
1650,RET00001650,20231013,2023-10-13,2440,ORD00002440,3500,48,7,6336.54,Not as Described,Pending
1651,RET00001651,20240717,2024-07-17,69484,ORD00069484,355,25,1,300.38,Not as Described,Rejected
1652,RET00001652,20231030,2023-10-30,1893,ORD00001893,2586,126,2,1959.74,Damaged in Transit,Processed
1653,RET00001653,20240928,2024-09-28,77631,ORD00077631,1973,124,2,1091.18,Not as Described,Pending
1654,RET00001654,20241001,2024-10-01,9700,ORD00009700,1886,121,8,6894.0,Changed Mind,Rejected
1655,RET00001655,20230311,2023-03-11,64070,ORD00064070,4669,100,4,1167.8,Damaged in Transit,Rejected
1656,RET00001656,20230225,2023-02-25,33348,ORD00033348,694,112,8,2978.64,Changed Mind,Processed
1657,RET00001657,20231201,2023-12-01,76572,ORD00076572,4463,83,1,80.23,Defective,Processing
1658,RET00001658,20230920,2023-09-20,33395,ORD00033395,855,117,1,427.6,Not as Described,Processed
1659,RET00001659,20230201,2023-02-01,16911,ORD00016911,3199,9,5,3990.55,Damaged in Transit,Processing
1660,RET00001660,20231109,2023-11-09,6072,ORD00006072,4164,7,3,81.21,Other,Processing
1661,RET00001661,20240322,2024-03-22,27097,ORD00027097,2090,107,2,1955.94,Damaged in Transit,Rejected
1662,RET00001662,20230801,2023-08-01,38123,ORD00038123,254,131,3,2895.81,Other,Processing
1663,RET00001663,20240904,2024-09-04,57238,ORD00057238,1867,7,2,50.26,Not as Described,Processing
1664,RET00001664,20230723,2023-07-23,6779,ORD00006779,2057,30,4,653.76,Quality Issues,Processed
1665,RET00001665,20240831,2024-08-31,55967,ORD00055967,4606,143,5,4997.9,Not as Described,Processing
1666,RET00001666,20230918,2023-09-18,40065,ORD00040065,4217,122,9,6421.68,Wrong Item,Pending
1667,RET00001667,20221010,2022-10-10,44589,ORD00044589,1763,18,6,2108.04,Quality Issues,Pending
1668,RET00001668,20240430,2024-04-30,75375,ORD00075375,1848,71,3,2897.52,Quality Issues,Pending
1669,RET00001669,20240608,2024-06-08,2858,ORD00002858,352,38,5,2136.35,Wrong Item,Processed
1670,RET00001670,20220515,2022-05-15,80357,ORD00080357,1903,29,2,811.42,Other,Processed
1671,RET00001671,20240107,2024-01-07,52792,ORD00052792,1838,122,7,5093.97,Too Late,Processed
1672,RET00001672,20240807,2024-08-07,4377,ORD00004377,877,78,2,1789.22,Wrong Item,Processing
1673,RET00001673,20240528,2024-05-28,60057,ORD00060057,3999,25,7,2513.28,Quality Issues,Processed
1674,RET00001674,20231118,2023-11-18,81814,ORD00081814,2444,98,3,340.65,Other,Processing
1675,RET00001675,20221207,2022-12-07,78696,ORD00078696,4899,13,2,601.58,Quality Issues,Rejected
1676,RET00001676,20231206,2023-12-06,76792,ORD00076792,4067,39,5,3600.25,Changed Mind,Processing
1677,RET00001677,20240831,2024-08-31,6156,ORD00006156,1463,3,5,1975.3,Not as Described,Rejected
1678,RET00001678,20240319,2024-03-19,41575,ORD00041575,4448,36,4,1998.8,Too Late,Pending
1679,RET00001679,20240918,2024-09-18,24109,ORD00024109,1952,155,1,806.05,Not as Described,Processed
1680,RET00001680,20240224,2024-02-24,45352,ORD00045352,1180,160,1,698.13,Not as Described,Processed
1681,RET00001681,20240911,2024-09-11,20658,ORD00020658,3955,15,1,66.97,Changed Mind,Pending
1682,RET00001682,20231218,2023-12-18,74814,ORD00074814,4664,137,3,599.1,Not as Described,Processed
1683,RET00001683,20230630,2023-06-30,62492,ORD00062492,3824,39,2,1538.72,Defective,Rejected
1684,RET00001684,20240820,2024-08-20,48657,ORD00048657,4620,63,1,399.91,Wrong Item,Rejected
1685,RET00001685,20230915,2023-09-15,67114,ORD00067114,2814,25,4,1268.08,Wrong Item,Pending
1686,RET00001686,20240224,2024-02-24,21717,ORD00021717,3165,74,3,2733.18,Not as Described,Rejected
1687,RET00001687,20220828,2022-08-28,97149,ORD00097149,104,32,5,900.4,Defective,Pending
1688,RET00001688,20240217,2024-02-17,67396,ORD00067396,2692,21,1,416.08,Damaged in Transit,Rejected
1689,RET00001689,20230910,2023-09-10,63968,ORD00063968,4845,2,7,805.56,Damaged in Transit,Processing
1690,RET00001690,20231012,2023-10-12,31303,ORD00031303,3824,55,2,153.22,Not as Described,Processing
1691,RET00001691,20240922,2024-09-22,63208,ORD00063208,4503,106,2,888.16,Damaged in Transit,Rejected
1692,RET00001692,20230613,2023-06-13,11780,ORD00011780,2340,12,2,1990.6,Not as Described,Processed
1693,RET00001693,20230624,2023-06-24,36335,ORD00036335,1016,138,3,2682.63,Wrong Item,Pending
1694,RET00001694,20221110,2022-11-10,68990,ORD00068990,3785,97,10,8809.9,Damaged in Transit,Processing
1695,RET00001695,20231128,2023-11-28,41900,ORD00041900,2703,152,4,3482.32,Quality Issues,Rejected
1696,RET00001696,20230618,2023-06-18,34189,ORD00034189,1941,20,4,683.32,Changed Mind,Processed
1697,RET00001697,20231106,2023-11-06,6605,ORD00006605,2088,119,1,56.79,Damaged in Transit,Processed
1698,RET00001698,20241017,2024-10-17,91192,ORD00091192,1773,111,1,221.92,Wrong Item,Processed
1699,RET00001699,20240323,2024-03-23,41440,ORD00041440,1706,17,1,369.99,Other,Pending
1700,RET00001700,20230723,2023-07-23,11767,ORD00011767,4825,160,6,4290.96,Changed Mind,Rejected
1701,RET00001701,20231022,2023-10-22,2646,ORD00002646,4652,71,7,6897.52,Changed Mind,Processing
1702,RET00001702,20230909,2023-09-09,22610,ORD00022610,3054,159,9,6934.68,Defective,Rejected
1703,RET00001703,20230707,2023-07-07,14331,ORD00014331,297,144,3,813.36,Other,Rejected
1704,RET00001704,20230403,2023-04-03,23849,ORD00023849,1732,8,1,340.75,Damaged in Transit,Pending
1705,RET00001705,20240103,2024-01-03,92333,ORD00092333,4416,2,2,224.26,Too Late,Processed
1706,RET00001706,20241220,2024-12-20,31957,ORD00031957,2595,53,1,427.26,Wrong Item,Processed
1707,RET00001707,20240521,2024-05-21,37898,ORD00037898,4709,153,7,1785.77,Damaged in Transit,Rejected
1708,RET00001708,20220905,2022-09-05,49341,ORD00049341,2767,144,4,1270.4,Too Late,Pending
1709,RET00001709,20241126,2024-11-26,11202,ORD00011202,788,33,1,407.63,Quality Issues,Processing
1710,RET00001710,20231007,2023-10-07,71352,ORD00071352,4794,160,5,3409.35,Quality Issues,Rejected
1711,RET00001711,20240715,2024-07-15,91152,ORD00091152,3522,42,1,770.38,Other,Processed
1712,RET00001712,20220401,2022-04-01,84402,ORD00084402,1291,49,1,149.46,Defective,Processing
1713,RET00001713,20231118,2023-11-18,13197,ORD00013197,1894,59,8,2147.84,Not as Described,Pending
1714,RET00001714,20231006,2023-10-06,54521,ORD00054521,1945,4,3,753.9,Quality Issues,Rejected
1715,RET00001715,20240209,2024-02-09,8431,ORD00008431,324,112,1,359.15,Changed Mind,Pending
1716,RET00001716,20240205,2024-02-05,40334,ORD00040334,1076,14,1,337.3,Wrong Item,Pending
1717,RET00001717,20241124,2024-11-24,67738,ORD00067738,3380,1,8,2306.88,Changed Mind,Rejected
1718,RET00001718,20230130,2023-01-30,83667,ORD00083667,4151,151,1,666.59,Not as Described,Rejected
1719,RET00001719,20240406,2024-04-06,20900,ORD00020900,4939,110,4,3794.24,Damaged in Transit,Processing
1720,RET00001720,20240227,2024-02-27,55498,ORD00055498,3218,72,7,3554.88,Damaged in Transit,Pending
